"ID","doi","smiles","DoU","NAts","NAtsBin","HOMO_indo","LUMO_indo","HOMO_pm7","LUMO_pm7","HOMO_qm_321","LUMO_qm_321","HOMO_qm_631","LUMO_qm_631"
"IMOLIH","10.1021/acs.orglett.6b00921","COc1ccc(cc1)C1=C2c3ccccc3COC2(C)c2ccccc12",15.0,46.0,"(40, 50]",-9.8709299268875,2.4835831135135003,-8.630907110159,-0.624229173047,-5.444181806953501,-1.0985236144685,-5.3434996822685,-1.0892717435515
"IMTPNS","10.1071/CH9800987","CSC(=O)OC1C(I)C(O)C2COC1O2",3.0,26.0,"(20, 30]","","",-9.25731319401,-0.6647741367715,-6.759852274120999,-1.0419239335645,"",""
"IMURAL","10.1021/acs.joc.6b00413","Brc1c(I)ncc(I)c1c1c(I)cnc(I)c1Br",8.0,20.0,"(10, 20]","","",-8.956627389207501,-1.32247331343,-6.683660395981001,-1.8637077620745,"",""
"IMUVOB","10.1016/S0020-1693(03)00013-6","COC1C(CC2=CCc3ccccc23)OC(OC2OC(CC3=CCc4ccccc34)C(OC)C(OC)C2OC)C(OC)C1OC",14.0,91.0,"(90, 100]",-10.929180691482,3.387817438725,-8.978668611098,-0.0340142313125,-5.7293571222775,-0.2234054712605,-5.6945265494135,-0.24490246545
"INUCIF","10.1021/acs.orglett.6b00879","CC(=O)N1CCc2cccnc12",6.0,22.0,"(20, 30]",-10.278828588787,3.6754417787035,-9.1073784623845,-0.4732059860195,-5.935347307106,-0.783143661739,-5.9897700772060025,-0.926819774803
"INUVAQ","10.1126/science.aaf6742","CC(C)=C1CCC2(C)CC3C(C(O)CC3(C)O[Si](C)(C)C(C)(C)C)C(O)C(Cl)(Cl)CC12",4.0,75.0,"(70, 80]","","",-9.245340184588,0.1825883936854999,-6.0281381301265,0.0459872407345,-6.001743086627999,0.0405449637245
"IQOBOG","10.1055/s-0030-1258582","CC(C)CC1N=Cc2ccccc2c2ccccc2N(C)C(=O)C(CC(C)C)N=Cc2ccccc2c2ccccc2N(C)C1=O",21.0,90.0,"(80, 90]",-10.60155561548,2.730390375917,-9.221938393445,-0.5061317619300001,-6.033852520987001,-1.2019268776585,-6.2360331119085,-1.3211127441775
"IQOPOT","","CC1(C)OC2C(COC(c3ccccc3)(c3ccccc3)c3ccccc3)OC(C2O1)C(=NOCC#N)C#N",19.0,68.0,"(60, 70]",-11.453816195246,3.111349766617,-9.795554390299,-0.5341594885315001,-6.620529982665,-1.5251981320525,-6.619985754964,-1.7910533639910002
"IQOPOU","","CCOC(=O)C(=C(O)C(OC(C)=O)C(OC(C)=O)C(OC(C)=O)C(COC(C)=O)OC(C)=O)P(=O)(OCC)OCC",7.0,78.0,"(70, 80]","","",-9.1830261128235,-0.3175568635335,-6.4929085867805005,-1.2198863917915002,-6.717946741144,-1.2944455868285
"ITIPEG","10.1016/j.tetlet.2004.01.037","O=C(OC(CN=[N+]=[N-])(CN=[N+]=[N-])CN=[N+]=[N-])C12C3C4(C1C1(C2C3(C41)C(=O)OC(CN=[N+]=[N-])(CN=[N+]=[N-])CN=[N+]=[N-])C(=O)OC(CN=[N+]=[N-])(CN=[N+]=[N-])CN=[N+]=[N-])C(=O)OC(CN=[N+]=[N-])(CN=[N+]=[N-])CN=[N+]=[N-]",33.0,100.0,"(90, 100]",-10.388762584389,3.767688374023,-10.100321902859,-0.704774872795,-6.821894232035,-1.382882588241,-7.1301992246514985,-1.568464234282
"ITOLIO","10.1039/C6CP05377G","ClP(Cl)N=C=O",2.0,6.0,"(0, 10]","","",-10.186309879617,-1.482476257524,-7.8164703556125,-1.421522755012,-7.904635243174501,-1.501524227059
"IVAVUW","10.1039/b315709a","c1ccc(cc1)C1=CC2(C=C(P1c1ccccc21)c1ccccc1)c1ccccc1",20.0,51.0,"(50, 60]","","",-9.337858893758003,-0.7453198365195001,-5.824869083803001,-1.0996120698705,-5.707315900387,-1.1344426427345
"IVEWIP","10.1002/chem.200305579","Cc1cc(C)c(B(c2ccc(cc2)N2C=Cc3cccnc23)c2c(C)cc(C)cc2C)c(C)c1",18.0,65.0,"(60, 70]",-10.101410358261,1.4732243866069998,-8.74573915507,-1.28437737436,-5.8768428292485,-1.6500983894319998,-5.7941202186965,-1.6432955431695
"IVIDIB","10.1055/s-0030-1260017","COC(=O)C1=C(C)Oc2ccccc2C1CN(=O)=O",8.0,32.0,"(30, 40]",-11.056257859665502,2.6890290706410003,-9.6347351046535,-0.5488536364585,-6.291816451260999,-1.3679163264635,-6.3378036919955,-1.649554161731
"IVOLEL","10.1016/j.molstruc.2011.04.039","CC(C)(C)c1cc2ccc3cc(cc4c5nc6cc7OCCOCCOCCOCCOCCOc7cc6nc5c(c1)c2c34)C(C)(C)C",19.0,94.0,"(90, 100]",-9.3805807682865,1.6645204235084998,-8.2513082887115,-1.1295445934255,-5.3761533443285,-1.768195800549,-5.2724779672879984,-1.8152714966855
"IWIFIF","10.1021/acs.orglett.6b02131","CCOC(=O)C(=C)CC(C(NS(=O)C(C)(C)C)C1OC(C)(C)OC1C1COC(C)(C)O1)N(=O)=O",5.0,72.0,"(70, 80]","","",-8.485054086290999,-0.1831326213865,-5.8528968104044985,-1.4996194301055,-6.177528634051,-1.7630256373895
"IZOFOU","10.1021/acs.joc.6b01565","Fc1cccc(F)c1B1N(N=C(N1c1ccc(Br)cc1)c1ccccn1)c1ccccc1",18.0,48.0,"(40, 50]","","",-9.072820003371,-0.8019195174235,-5.850992013451,-1.0451892997705,-5.743779156354001,-1.12655134107
"JABWAK","10.1021/ja00228a034","CC(C)(C)c1cc2Cc3cc4CCCCCCc5cc(Cc(c1)c2O)c(O)c(Cc1cc(cc(Cc(c4)c3O)c1O)C(C)(C)C)c5",18.0,96.0,"(90, 100]",-9.7185461706075,3.9421133521935,-8.535123034783,0.3039511710085,-5.465406687292499,-0.0073470739635,-5.560918648818,-0.1259887127814999
"JALBII","10.1080/10610270410001713303","CCCCNC(=O)C1=C(c2ccccc2)C(=C(O1)C(=O)NCCCC)c1ccccc1",13.0,61.0,"(60, 70]",-10.5691740672705,2.388071151988,-9.2613949017675,-0.693890318775,-6.1356231010740006,-1.163014597037,-6.0518120351199975,-1.2539006231040002
"JAXTEI","10.1107/S1600536805030783","Nc1ccc(cc1)C(=O)C=Cc1cccc(Br)c1",10.0,30.0,"(20, 30]","","",-8.728868096339001,-1.0696795463155,-5.5728916582400005,-1.8517347526525,-5.6384710962105,-1.9388111848125
"JAYMUS01","10.1248/bpb.34.1143","COc1cc(OC)c2C(=O)C(=C(Oc2c1)c1ccccc1)OC",11.0,39.0,"(30, 40]",-10.030660757131,2.452290020706,-8.964790804722503,-0.6525290134989999,-5.729901349978499,-1.1801577696185,-5.778609729218,-1.2650572909745
"JECNIR","10.1021/acs.joc.7b00753","COc1ccc(cc1)C1C2C(C(N(c3ccccc23)S(=O)(=O)c2ccccc2N(=O)=O)c2ccc(OC)cc2)c2ccccc2N1S(=O)(=O)c1ccccc1N(=O)=O",28.0,92.0,"(90, 100]","","",-9.006968451550001,-1.24628143529,-5.8953465710825,-2.2098365799105,-5.951129910434999,-2.3622203361905
"JESTOR","10.1107/S0108270106037668","Cc1ccc(cc1)C1=NN=C(C)N1N",7.0,26.0,"(20, 30]",-10.1697109347365,3.3918991464825,-9.4954128131975,-0.4830020846375,-6.058342767532,-0.6293993362065,-6.050995693568503,-0.6756586907915001
"JETREI","10.1002/ejoc.201800068","Clc1cnnc(Cl)c1",4.0,10.0,"(0, 10]","","",-11.074489487649,-1.6174447273719998,-6.868697814320999,-2.0520105466205,-7.197139231874501,-2.0618066452385
"JEYQIQ","10.1002/anie.201709823","CC(C)(C)OC(=O)N1C(C=CC(=O)N1C(=O)OC(C)(C)C)C(O)c1ccc2ccccc2c1",12.0,63.0,"(60, 70]",-10.4690361702865,2.51433197862,-9.0486018706765,-0.736884307154,-6.090452201891,-1.339344372161,-6.0926291126950005,-1.394311369962
"JIDFAD","10.1016/S0040-4039(00)97320-9","C1CC(=C2SSSSSC(=C1c1ccccc1)c1c(ccc(c3ccccc3)c21)c1ccccc1)c1ccccc1",24.0,67.0,"(60, 70]","","",-8.361514398164001,-1.487374306833,-5.7176562267060005,-1.2982551807355,-5.668675733616,-1.3758076281279998
"JIHSOI","10.1021/om00162a033","COc1ccc(cc1)C1CC(C)(F)CC(O1)c1ccc(OC)cc1",9.0,47.0,"(40, 50]",-10.925915325276,4.453959504984,-9.0034309714935,0.1711596119645,-5.805549000417501,0.265583118088,-5.824324856102001,0.168166359609
"JILXEH","10.1107/S0108270190009519","COc1cccc(OC)c1P(c1c(OC)cccc1OC)c1c(OC)cccc1OC",12.0,58.0,"(50, 60]","","",-8.1130744526575,0.1548327809345,-4.6428065172310005,0.3191895466365,-4.776686531677,0.1591866025425
"JISDEU","","COc1c2CN3C(=O)N4Cc5c(CN6C(=O)N(Cc2c(OC)c2ccccc12)C3(c1ccccc1)C46c1ccccc1)c(OC)c1ccccc1c5OC",28.0,92.0,"(90, 100]",-9.8899778964225,2.774472819698,-8.6442406888335,-0.5597381904784999,-5.599558815589,-0.8832815587230001,-5.559830193416,-0.899064162052
"JIXGEC","10.1021/om00054a043","CC1=CC[Si](C(O1)(O[Si](C)(C)C)C12CC3CC(CC(C3)C1)C2)([Si](C)(C)C)[Si](C)(C)C",5.0,78.0,"(70, 80]","","",-8.785195663392503,0.3643604458195001,-5.791671194041999,0.827770333221,-5.8262296530555,0.7153873129645001
"JOFWIM03","10.1039/C4CE00495G","O=C(Nc1cccnc1)c1ccccc1",9.0,25.0,"(20, 30]",-10.707680017175,3.171759041428,-9.445071750855,-0.7268160946855,-6.4063763823215005,-1.1627424831865,-6.427601262660501,-1.2215190748945
"JOGLEW","10.1016/0031-9422(90)85280-S","CC1=C2CC3OC3(C)CCC3OC3(C)CC2(O)OC1=O",6.0,40.0,"(30, 40]",-11.8296054227865,2.662906140993,-10.5370646329115,-0.6898086110175,-6.954141563378,-1.1926750067415,-7.115505076724499,-1.258798672413
"JOMHAU","10.1021/om00037a053","Cc1cc(C)c(c(C)c1)[Si]1(O[Si](C)(C)C)C(Cc2cc(C)cc(C)c12)C12CC3CC(CC(C3)C1)C2",12.0,81.0,"(80, 90]","","",-8.899211366752,0.3502105255935,-6.163378713825001,-0.0492526069405,-6.0907243157414985,-0.1395944053065
"JOTYAS","10.1039/dt9920001469","CC(C)(C)C(CP(c1ccccc1)c1ccccc1)=NN=C(CP(c1ccccc1)c1ccccc1)C(C)(C)C",18.0,82.0,"(80, 90]","","",-8.652676218199,-0.346673045537,-5.208803326271,-0.6952508880275,-5.3168325249195005,-0.712394060609
"JUBMIC","10.1107/S0108270192003524","CCC(=O)c1c(C)ccc(c1O)C(C)(C)C",5.0,36.0,"(30, 40]",-10.9914947632465,2.6430418299065,-9.254864169355502,-0.4786482630295,-6.003919997432,-1.1600213446815,-6.027866016276,-1.2411112721305
"JUKCUN","10.1016/S0040-4020(01)80476-2","O=C1C2OCC(O2)C2ON=C(C12)c1ccccc1",9.0,29.0,"(20, 30]",-10.752306688657,2.7807314382595,-9.4703783389515,-0.5885822586315,-6.093173340396,-1.246825662991,-6.148684565898,-1.2819283497055
"KACJII","10.1021/jo026161y","CC(C)(C)C1CC(NC(=O)C(Cl)(Cl)Cl)C2OC(C)(C)OC2C1",3.0,46.0,"(40, 50]","","",-10.240732649717,-0.643821370283,-6.8248874843905,-0.8835536725734999,-7.061354420475,-0.8416481395965
"KAFXIY","","CC1(C2CC2)C(Cl)(Cl)C(=O)C21CC2",4.0,25.0,"(20, 30]","","",-10.282638182694,-0.5417786763455,-6.8450239093275,-1.4310467397795,-6.906793753391,-1.5235654489495
"KAGXOI","10.1107/S2056989015023750","CC(=O)C=C1CC(=O)Nc2cc(Cl)c(Cl)cc2N1",8.0,28.0,"(20, 30]","","",-9.086969923597,-1.4098218594405,-5.8567064043115,-1.434039992135,-5.946231861126,-1.5322730921655
"KAJLEO","10.1039/c0dt00028k","c1ccc(cc1)B1N2C=CC=CC2=C2C=CC=CN12",12.0,32.0,"(30, 40]",-7.134008818558501,2.892570230815,-7.7527957145955,-1.0130798654115,-4.1048374347925005,-0.6791961708480001,-4.0422512491774985,-0.7001489373365
"KEBWIA","10.1002/chem.201700421","CC(C)[Si](C#Cc1c2cc3ccccc3cc2c(C#C[Si](C(C)C)(C(C)C)C(C)C)c2nc3cc(C#N)c(cc3nc12)C#N)(C(C)C)C(C)C",24.0,100.0,"(90, 100]","","",-7.9389215883375,-2.6430418299065,-5.444181806953501,-3.727143410298501,-5.373704319673999,-3.765783577069501
"KECTIV","10.1016/0031-9422(90)89029-9","COC(=O)CC1C(C)(C)C(OC(=O)C(C)=CC)C(OC(C)=O)C2OC34CC(=O)OC(C5=COC=C5)C3(C)C(OC(C)=O)C(C4=C)C(=O)C12C",15.0,93.0,"(90, 100]",-11.083197130865,3.646869824401,-9.7631728420895,-0.150206845476,-6.542977535272501,-1.0152567762155,-6.4439280936905,-1.1404291474455002
"KECYBU13","10.1524/zkri.1995.210.12.934","OC1=C(O)C(=O)C1=O",4.0,10.0,"(0, 10]",-10.753395144059,2.014730949102,-10.044266449656,-1.5513210617005,-5.971538449222503,-1.903164270397,-6.2463734382275,-2.028336641627
"KEHJAJ","10.1039/b514839a","CC(C)OC(=O)N1N=C(OC(C)C)OP231(Oc1c(cc(C)cc1C(C)(C)C)[S]2c1cc(C)cc(c1O3)C(C)(C)C)N1C=CN=C1",13.5,91.0,"(90, 100]","","",-8.1555242133355,-1.03947490891,-5.7639155812909975,-1.08301312499,-5.656702724194,-1.075938164877
"KEWZER","","COc1ccccc1C(C)=Nc1ccc(cc1)N(C)C",9.0,40.0,"(30, 40]",-9.30085141009,3.780205611146,-7.670345217894001,-0.0214969941894999,-4.5821251285695,-0.323815482095,-4.6664804222245,-0.407082320348
"KEXDUP","10.1021/acs.orglett.8b00721","CC(=O)C(F)(F)C(NC(=O)c1ccccc1)c1ccccc1",10.0,37.0,"(30, 40]",-11.3087795129295,3.090669113979,-9.931611315549,-0.5853168924255,-6.7916895946295,-0.950221565946,-6.8273365090450016,-1.0386585673585
"KEZFUT","10.1021/acs.joc.7b03141","OC1(O)CC(C2COC1O2)N1C=C(N=N1)c1ccccc1",9.0,36.0,"(30, 40]",-10.4940706445325,4.1913696392515005,-9.5454817616895,-0.3436797931815,-6.4428396382885005,-0.3703469505305,-6.3029731191315,-0.3864016677099999
"KIDJOX","10.1039/b702818k","c1ccc(cc1)c1ccc(cc1)C(c1ccccc1)=C(c1ccccc1)c1ccc(cc1)c1ccccc1",25.0,66.0,"(60, 70]",-9.519630945892,2.542631819072,-8.5724026323015,-0.6661347060239999,-5.4071743232855,-1.28437737436,-5.2841788628595,-1.2650572909745
"KIQWAI","10.1002/(SICI)1098-1071(1999)10:1<9::AID-HC3>3.0.CO;2-T","C(OP1(=NP(=NP(=N1)(Oc1ccccc1)Oc1ccccc1)(Oc1ccccc1)Oc1ccccc1)Oc1ccccc1)c1ccccn1",25.0,80.0,"(70, 80]","","",-7.735108314313001,-0.923554408597,-6.329912390331,-0.5107576973885,-6.3133134454505,-0.632936816263
"KIVZEV","10.1002/chem.200700033","COC1(C)OC(C)C(OC1(C)OC)C1CC(=NO1)C1COC(C)(C)N1C(=O)OCc1ccccc1",9.0,71.0,"(70, 80]",-11.060339567423,4.0188494580345,-9.445071750855,0.2506168563105,-6.202018880596,0.1172810695655,-6.370185240204999,-0.012517237123
"KIWXIY","10.1107/S0108270108002746","O=CNc1ccccc1",5.0,16.0,"(10, 20]",-10.986324600087,4.3056574564615016,-9.1770396081125,-0.0862600906085,-6.1361673287750005,-0.1804114828815,-6.180249772556,-0.317284749683
"KIZKOT","10.1002/hlca.19910740413","COc1c(C)c2OC(C)(C)C=Cc2c2CCc3cc(OC(C)=O)c(OC(C)=O)cc3c12",13.0,57.0,"(50, 60]",-9.422214187413,3.171759041428,-8.3873652139615,-0.363544104268,-5.3032268323945,-0.7262718669845,-5.2624097548195,-0.7447756088185
"KOHCAM","10.1055/s-2008-1067236","O=C1Nc2ccccc2N=C1Nc1ccccc1",11.0,29.0,"(20, 30]",-9.2586737632625,2.7159683418405,-8.444237008716,-0.99593669283,-5.451528880917,-1.309411848606,-5.4849988845285,-1.390501776055
"KOXXEC","","COC(=O)Nc1ccc(cc1N)N1CCOCC1",6.0,35.0,"(30, 40]",-9.644531203271502,4.439265357057001,-8.180286573731001,0.2119766895395,-4.856960117574499,0.5722554276015,-4.9902959043195,0.414157280461
"KUVNUK","10.1021/ja00045a050","CC1(OC(=O)C(=C)C1CCCCCl)c1ccccc1",7.0,38.0,"(30, 40]","","",-9.9884831103035,-0.262861979583,-6.955774246481003,-1.1654636216915,-6.892099605464001,-1.2639688355724998
"LAWJUP","10.1021/ja055681i","Cc1c(C)c2Nc3ccc(Cc4ccc(cc4)N=C4C(=C(C)C(=Nc5ccc(Cc6ccc(Nc1c(C)c2C)cc6)cc5)C(=C4C)C)C)cc3",26.0,96.0,"(90, 100]",-9.476636957513,1.419890071909,-8.108448517199001,-1.077026620279,-5.076011767227,-2.1328283602190004,-5.0588685946455,-2.136093726425
"LAYJUT","10.1039/C7CC05145J","CC(C)(C)N1C(=[N+](C(C)(C)C)[Si-]1(F)(N([Si](C)(C)C)[Si](C)(C)C)c1c(F)c(F)c(c(F)c1F)C(F)(F)F)c1ccccc1",9.0,83.0,"(80, 90]","","",-8.670635732332,-1.0245086471325,-6.1456913135425,-1.1621982554855,-6.2044679052505005,-1.137980122791
"LEDNIR","10.1016/0008-6215(93)84115-M","OCC(O)C(O)C(O)C(O)C(O)CO",0.0,30.0,"(20, 30]",-12.470161426863502,5.6670430505130005,-10.365088679395502,1.2095460654725,-6.231951404150999,0.5649083536380001,-6.761484957224,0.175241319722
"LEFDUW","10.1016/j.bmcl.2005.10.030","COCCOCN1C=C(N=C1C(=O)CC(c1ccccc1)c1ccccc1)C(O)C(NC(=O)OC(C)(C)C)C(=O)OC",14.0,81.0,"(80, 90]",-10.545500162277,2.7020905354650004,-9.4246632120675,-0.3700748366800001,-6.302428891430499,-1.27349282034,-6.181066114107503,-1.413903567198
"LENBOV03","10.1021/jp8006574","ClCI",0.0,5.0,"(0, 10]","","",-9.3283349089905,0.0601371609605,-7.119858898332501,-1.27349282034,"",""
"LEQNIE","10.1016/S0040-4039(98)02617-3","CC(C)(C)[Si](C)(C)OC1CCN2OCC1C2CCCOC(=O)c1ccccc1",7.0,63.0,"(60, 70]","","",-9.357451090994,-0.4174226466669999,-5.781602981573499,-0.8647778168890001,-6.086642607984,-0.959473436863
"LEXJOP","10.1002/adfm.201101640","CCCCCCCCN1C(=O)c2ccc3c4c(cc5C(=O)N(CCCCCCCC)C(=O)c6ccc(c7c(cc(C1=O)c2c37)C#N)c4c56)C#N",25.0,90.0,"(80, 90]",-9.4328266275825,-1.0811083280365,-9.5231684259485,-3.367681013788,-6.569916806472,-4.0237475073435,-6.536718916711,-4.052319461646
"LEZLOR","10.1107/S0108768194002594","COC(=O)C1=C(C(=O)OC)C2(C)C=CC1(C)c1c(C)ccc(C)c21",10.0,46.0,"(40, 50]",-10.9076836972925,3.105363261906,-9.0360846335535,-0.2740186474535,-5.8937138879795015,-0.8100829329385001,-5.835209410122,-0.962738803069
"LIDGAH","10.1039/b617988f","FC(F)(F)C1=NNc2ccccc12",6.0,18.0,"(10, 20]",-11.385787732621,2.4961003506365,-9.6303812830455,-0.937160101122,-6.612910794851,-1.159749230831,-6.468146226385,-1.1709058987015
"LIDNIX","10.1016/j.tet.2012.10.101","COc1c2Sc3cc(cc(Sc4cc(cc(Sc5cc(cc(Sc1cc(c2)N(=O)=O)c5OC)N(=O)=O)c4OC)N(=O)=O)c3OC)N(=O)=O",21.0,68.0,"(60, 70]","","",-9.0779901665305,-1.5975804162854998,-6.7111438948814985,-2.599775727677,-6.7601243879715005,-2.8057659125055
"LIHJAQ","10.1039/C8CC03295E","CCNCC",0.0,16.0,"(10, 20]",-11.894368519205502,6.6882863314395005,-8.908463237669,3.2487672611195,-5.2890769121685,2.998150404809,-5.7307176915300015,2.3464377328615003
"LIKJOE","10.1021/jo00100a009","CC(O)CC(C)OC1CCCC2(C)C1CCC1(C)C2CCC2(F)C3CC(C)(C)CC(=C(C)Cl)C3(C)CCC12C",6.0,97.0,"(90, 100]","","",-9.3637097095555,0.8054569974800001,-6.149228793599,0.5221864791095,-6.1337183041205,0.4465388286705
"LILRIJ02","10.1021/ja411057x","O=C1C2=C(SS[N]2)C=C2SSN=C12",7.5,14.0,"(10, 20]","","",-7.719869938685,-2.298273581323,-4.5124639828415,-3.3864568694725,-4.5633492728850005,-3.4966629789250003
"LIPZEP","10.1107/S0108768199003948","CC1CC(=O)c2c(C1)ccc1OC3OC(c4cccc(OC(=O)c5ccccc5Br)c34)c21",17.0,51.0,"(50, 60]","","",-9.1430253768,-0.9026016421085,-6.1073232606220005,-1.5543143140559998,-6.111132854529001,-1.6231591182325
"LIQNUU","10.1016/S0277-5387(99)00235-1","CC1CC(C)(C)OB(O1)O[Si](OB1OC(C)CC(C)(C)O1)(C(C)(C)C)C(C)(C)C",2.0,71.0,"(70, 80]","","",-8.934314053466503,1.2846494882105002,-6.0537168320735,1.3270992488885,-6.2109986376625015,1.092264995907
"LIWVAP","10.1002/ejoc.20070094310.1002/ejoc.200700943","CCCOc1c2Cc3cc4NC(=O)c5cc(Cc1ccc2)c(OCCC)c(Cc1cccc(Cc(c4)c3OCCC)c1OCCC)c5",19.0,94.0,"(90, 100]",-10.549309756184002,3.7587086169565,-8.941116899729,0.0748313088875,-5.482005632173,-0.1276213958845,-5.622416379031,-0.2527937671145
"LOGWAH","10.1016/j.dyepig.2014.04.032","c1ccc(cc1)N(c1ccccc1)c1ccc(C=Cc2ccc(cc2)c2cc(nc(c2)c2ccccn2)c2ccccc2)cc1",29.0,76.0,"(70, 80]",-8.992274303622999,2.2223538170335004,-8.08178135985,-1.011175068458,-5.037371600456,-1.671867497472,-4.9630845192695,-1.6525474140865002
"LOLCEU","10.1016/S0040-4039(99)02295-9","CC1(C)C2=CC=C(N2)C(C)(C)C2=CC=C(N2)C(C)(C)C2=C(C=C(N2)C(C)(C)C2=CC=C1N2)C#C[Si](C)(C)C",15.0,82.0,"(80, 90]","","",-8.643424347282,0.9630109169195,-5.339962202212,0.4987846879665,-5.2781923581485,0.377149796793
"LOMSOX","10.1039/C4SC01466A","COc1ccc(cc1)C#Cc1cc(C(=O)OCc2ccccc2)c(cc1C(=O)OCc1ccccc1)C#Cc1ccc(OC)cc1",26.0,76.0,"(70, 80]",-9.6004487594905,1.5203000827434998,-8.525599050015499,-1.324650224234,-5.2264907265535,-1.9083344335565,-5.1747890949585,-1.954321674291
"LUHYIX","10.1016/j.molstruc.2009.08.028","COC(=O)C1C(C)Oc2ccccc2C1O",6.0,30.0,"(20, 30]",-11.307963171378,4.113272964158,-8.959076413862,0.1466693654195,-5.7113976081445,0.0639467548675,-5.7146629743505,-0.072926511934
"LULKEJ","","CCCCCCCCCCCCCCCC(=O)NCCOC(=O)CCCCCCC",2.0,81.0,"(80, 90]",-11.4704151401265,5.391119606106,-10.03555880644,1.022059622478,-6.3005240944770025,1.188593298984,-6.5778081081365,0.9080439191185
"LULRUH","10.1021/jacs.5b01305","CC1C=CC2CN(CC2=CN1S(=O)(=O)c1ccc(C)cc1)S(=O)(=O)c1ccc(C)cc1",12.0,57.0,"(50, 60]","","",-9.363981823406,-0.4476272840725,-6.534542005907,-0.7967493542640001,-6.604747379336,-0.9145746515305
"LUTNIY","10.1021/ja908075u","CS(=O)(=O)NCC1(CC1c1ccccc1)c1ccccc1",9.0,40.0,"(30, 40]","","",-9.5416721677825,-0.0530622008475,-6.4703231371889975,-0.2805493798655,-6.397940852956,-0.368986381278
"LUVBEJ","10.1021/jo026214b","FC(F)(F)C1=CC=CC2(CN(C=C12)C12CC3CC(CC(C3)C1)C2)C(F)(F)F",8.0,48.0,"(40, 50]",-9.315545558017,1.8449319063900005,-8.3811065954,-0.8231443977625,-4.9960102951800005,-1.1793414280669998,-4.993289156675,-1.169545329449
"MAFLIP","10.1246/bcsj.77.1385","COc1ccc(OC)c2C3C4C(C(c5ccccc35)c12)C(=O)OC4=O",13.0,41.0,"(40, 50]",-10.3737963226115,3.5486367243705,-8.572130518451,-0.3240875959454999,-5.478740265967,-0.487628020096,-5.5361562884225,-0.5771534769105
"MAHGUA","10.1002/chem.201503905","Cc1ccc(cc1)C(=O)C1=CC=C(N1)C1=CC=C(N1)C(c1ccc(C)cc1)=C1C=CC(=N1)C1=CC=C(N1)C(=C1OC(=O)C=C1)c1ccc(C)cc1",30.0,85.0,"(80, 90]",-7.596330250558001,0.4680358228600001,-7.897832396912,-1.7701005975025002,-4.8019931197735,-2.5230396218360003,-4.7219916477265,-2.5140598647695
"MAKKAL","10.1016/j.jorganchem.2004.06.067","C[Si](C)(C)[Si]([Se][Si](Cl)([Se][Si]([Si](C)(C)C)([Si](C)(C)C)[Si](C)(C)C)c1ccccc1)([Si](C)(C)C)[Si](C)(C)C",4.0,95.0,"(90, 100]","","",-8.105183150993,-1.535810572222,-5.527720759057,-0.7551159351375,-5.6020078402435,-0.8236886254635
"MALIAC02","","OC(=O)C=CC(O)=O",3.0,12.0,"(10, 20]",-12.6579199837085,1.31158875941,-11.238574139500502,-1.7918697055425,-7.062714989727501,-2.7393701329835,-7.281766639380001,-2.8634540488115
"MAPTON","10.1023/B:SILC.0000046719.50659.87","CN(C)c1cccc2cccc(c12)[Si]1(C)C(C2c3ccccc3c3cccc1c23)c1ccccc1",21.0,64.0,"(60, 70]","","",-8.5000203480685,-0.515927860548,-5.5769733659975005,-1.1311772765285002,-5.4784681521165,-1.1377080089405
"MAZHUR","10.1021/om050560c","Cc1ccc(cc1)C(CSCC(O[Si](C)(C)C)(c1ccc(C)cc1)c1ccc(C)cc1)(O[Si](C)(C)C)c1ccc(C)cc1",16.0,93.0,"(90, 100]","","",-7.922322643457,0.3224549128425,-5.553571574854502,-0.0478920376879999,-5.591395400074,-0.11973009422
"MEHWUT","10.1021/ja3028394","COC(=O)C1(Cc2c(C)c(nc(c2C1)c1cccc2ccccc12)c1ccccc1)C(=O)OC",18.0,59.0,"(50, 60]",-10.3411426605515,2.545897185278,-8.789821598850999,-0.660692429014,-5.7445954979055,-1.020971167076,-5.6444576009214975,-1.026957671787
"MIMVIO","","CCCCCCCC(=O)NN=Cc1cc(cc(c1O)N(=O)=O)C(C)(C)C",7.0,55.0,"(50, 60]",-10.6834618844805,1.5088713010225,-9.677456979182,-1.568464234282,-6.3878726404875,-2.340723342001,-6.456717444664,-2.526849215743
"MINRUX","","CC(C)(C)[Si]1(O[Si](O[Si](O1)(c1ccccc1)C(C)(C)C)(c1ccccc1)C(C)(C)C)c1ccccc1",13.0,78.0,"(70, 80]","","",-9.3794923128845,0.2062622986789999,-6.760396501821999,-0.2348342529814999,-6.643115432256501,-0.333611580713
"MIPRAF","10.1016/j.tet.2007.08.082","COc1cccc(COC(=O)Cc2cc(OC)c(OC)cc2c2cc(OC)c(OC)cc2CC(=O)OCc2cccc(OC)c2)c1",18.0,84.0,"(80, 90]",-10.0624980776395,3.9257865211635017,-8.3367520377685,-0.0707496011299999,-5.115196161699,0.032109434359,-5.1922043813905,-0.051701631595
"MIZDOQ","10.1021/ol403675c","CC[Si](CC)(CC)OC1C(CO)OC2(NC(=O)OC(C)(C)C)Nc3c(I)cccc3C12O[Si](CC)(CC)CC",7.0,88.0,"(80, 90]","","",-8.4537609934835,-0.1455809100174999,-5.704050534181,-0.693890318775,"",""
